"File","SampleRate","Channels","Layout"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_l.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_l2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_l3a.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_l3s.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_m1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_m2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_m3-1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_m3-2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_m3-3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_mexpl.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_mmove.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_sam1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_slow.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\a_tg1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\b1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\b2_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\b2_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\bland1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\boa1_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\boa1_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\br1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\br2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\br3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\br5_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\br5_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\brt301.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\brt302.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\brt303.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\brt304_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\brt304_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\brt305.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\bsg2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\bsg3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\bsg4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\c.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ca1-1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ca1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\canopy.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cc1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cc2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cc3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cc4.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cc5.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cc6.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\chat1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\chat2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\chat3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\chat4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\chat5.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ci1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ci2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\co1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\co2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\coobr1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\coupos.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cr1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cr2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\cs1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ct301.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ct302_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ct302_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ctr1-1_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ctr1-1_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ctr2-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\d1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\d2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\d3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\d4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\d5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\danger.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\danger1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dbf21.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\demo.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dl1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dl2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dl3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dl4.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dl5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dl6.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dt10001.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dt50001.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dt50002.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dt50003.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\dv.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\e1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\e2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\e3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\e31.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\e4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\e6.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fb.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fdesk.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fdeskd.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fdie1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fdie2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fdie3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ffbd.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fg1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fi1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fi2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fi3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fi4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fl1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fl2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fl3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fl4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fo1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fo2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox5.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox6.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox7.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fox8.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp-21.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp-22.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp-23.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp-24.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp11.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp12.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp13.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp14.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fp4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsandbar.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fshelf.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fshelfd.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fstun.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw-21.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw-22.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw-23.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw11.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw12.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw13.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fsw3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ft1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ft11.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ft12.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ft2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ft21.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\ft3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fwall.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\fwreckage.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gland1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gland2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gland3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gm.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gun1-1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gun1-2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gun1-3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gun1-4.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gun1-5.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\gun1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\h1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\h2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hb.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hc.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hc1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hd.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he11.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he111.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he12.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he21.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he22.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he31.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he32.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he41.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he51.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he52.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he53.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he54.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he61.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he62.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he71.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he72.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he73.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he74.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\he75.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hf.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hg1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hg2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hh1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hh2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hh3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hs1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\hs2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\iaoa1_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\iaoa1_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\iaoa2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\iaoa3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\iaoa4_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\iaoa4_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\iaoa5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_brt30_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_brt30_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_br_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_br_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_ctr1-_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_ctr1-_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_ctr2-_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_ctr2-_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_hc_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_hc_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_hs_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_hs_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_l1_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_l1_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_ss1_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\i_ss1_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\j5-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\j5-2.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf11.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf21.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf22.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf31.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf32.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf33.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf34_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf34_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\kf35.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\l.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\l11_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\l2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\land1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lk0.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lk1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lo1-1_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lo1-1_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lo2-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lo2-2_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lo2-2_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lo3-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\loahd1_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\loahd1_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-2_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-2_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-3.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-4_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-4_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-5.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-6_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-6_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-7.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-8_j.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lof1-8_k.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lv1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\lv2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\m1-1.ogg","44100","2","stereo"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\m1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\m2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\m3-1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\m3-2.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\m3-3.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\m4-1.wav","44100","2","unknown"
"D:\Three-D-Velocity\TDV\Three-D-Velocity-Binaries\s\mc1.wav","44100","2","unknown"
